2015-09-26 12:09:31.161953,bbc,14.340 ms
2015-09-26 12:09:31.175562,router,0.836 ms
2015-09-26 12:09:31.707844,bbc,13.877 ms
2015-09-26 12:09:31.720918,router,0.895 ms
2015-09-26 12:09:32.250286,bbc,13.408 ms
2015-09-26 12:09:32.259636,router,0.861 ms
2015-09-26 12:09:32.786960,bbc,13.795 ms
2015-09-26 12:09:32.797442,router,0.611 ms
2015-09-26 12:09:33.352876,bbc,39.805 ms
2015-09-26 12:09:33.366431,router,0.875 ms
2015-09-26 12:09:33.891940,bbc,13.975 ms
2015-09-26 12:09:33.904269,router,0.877 ms
2015-09-26 12:09:34.435614,bbc,15.449 ms
2015-09-26 12:09:34.449124,router,0.816 ms
2015-09-26 12:09:34.977330,bbc,13.728 ms
2015-09-26 12:09:34.990746,router,0.942 ms
2015-09-26 12:09:35.522487,bbc,13.720 ms
2015-09-26 12:09:35.536096,router,0.903 ms
2015-09-26 12:09:36.066575,bbc,13.274 ms
2015-09-26 12:09:36.080174,router,0.881 ms
2015-09-26 12:09:36.613504,bbc,14.605 ms
2015-09-26 12:09:36.623012,router,0.802 ms
2015-09-26 12:09:37.152941,bbc,13.576 ms
2015-09-26 12:09:37.162926,router,0.864 ms
2015-09-26 12:09:37.695879,bbc,15.336 ms
2015-09-26 12:09:37.709121,router,0.937 ms
2015-09-26 12:09:38.240152,bbc,14.654 ms
2015-09-26 12:09:38.253335,router,0.865 ms
2015-09-26 12:09:38.781985,bbc,14.312 ms
2015-09-26 12:09:38.794707,router,0.883 ms
2015-09-26 12:09:39.326075,bbc,14.187 ms
2015-09-26 12:09:39.339591,router,0.870 ms
2015-09-26 12:09:39.896073,bbc,42.915 ms
2015-09-26 12:09:39.909650,router,0.950 ms
2015-09-26 12:09:40.442173,bbc,14.068 ms
2015-09-26 12:09:40.455952,router,0.898 ms
2015-09-26 12:09:40.984676,bbc,14.082 ms
2015-09-26 12:09:40.998512,router,0.956 ms
2015-09-26 12:09:41.531803,bbc,14.956 ms
2015-09-26 12:09:41.544908,router,0.991 ms
2015-09-26 12:09:42.072966,bbc,14.273 ms
2015-09-26 12:09:42.087092,router,1.316 ms
2015-09-26 12:09:42.618076,bbc,13.817 ms
2015-09-26 12:09:42.631359,router,0.913 ms
2015-09-26 12:09:43.158430,bbc,14.812 ms
2015-09-26 12:09:43.168737,router,0.875 ms
2015-09-26 12:09:43.700243,bbc,14.904 ms
2015-09-26 12:09:43.713256,router,0.902 ms
2015-09-26 12:09:44.245100,bbc,14.304 ms
2015-09-26 12:09:44.258334,router,0.891 ms
2015-09-26 12:09:44.790042,bbc,14.583 ms
2015-09-26 12:09:44.803233,router,0.880 ms
2015-09-26 12:09:45.336236,bbc,14.417 ms
2015-09-26 12:09:45.349929,router,0.880 ms
2015-09-26 12:09:45.881283,bbc,13.822 ms
2015-09-26 12:09:45.894429,router,0.963 ms
2015-09-26 12:09:46.427647,bbc,15.061 ms
2015-09-26 12:09:46.442792,router,0.916 ms
2015-09-26 12:09:46.972441,bbc,13.393 ms
2015-09-26 12:09:46.985509,router,1.003 ms
2015-09-26 12:09:47.516875,bbc,13.725 ms
2015-09-26 12:09:47.529782,router,0.903 ms
2015-09-26 12:09:48.058112,bbc,14.174 ms
2015-09-26 12:09:48.071717,router,0.891 ms
2015-09-26 12:09:48.603542,bbc,14.068 ms
2015-09-26 12:09:48.612871,router,0.978 ms
2015-09-26 12:09:49.144483,bbc,14.693 ms
2015-09-26 12:09:49.157889,router,0.933 ms
2015-09-26 12:09:49.688769,bbc,13.299 ms
2015-09-26 12:09:49.702663,router,0.948 ms
2015-09-26 12:09:50.230432,bbc,14.215 ms
2015-09-26 12:09:50.243844,router,0.943 ms
2015-09-26 12:09:50.776412,bbc,13.557 ms
2015-09-26 12:09:50.789951,router,0.871 ms
2015-09-26 12:09:51.320959,bbc,14.999 ms
